Student_ID,Career,Domain,Raw_Fit_Score,Skill_Coverage,Adjusted_Fit_Score,Readiness,Top_Skill_Gaps,Top_Gap_Values,High_Priority_Gaps,Medium_Priority_Gaps,Recommendation,Career_Rank
41864.0,Operations Analyst,Business & Management,97.45,75.0,97.45,Excellent Fit,"Communication, Problem_Solving","1.0, 0.08",0,0,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving",1
41865.0,Machine Learning Engineer,Technology & Data,94.86,100.0,94.86,Excellent Fit,"Python, Machine_Learning, Problem_Solving, Data_Structures, Deep_Learning","2.0, 1.04, 0.67, 0.36, 0.04",0,1,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Problem_Solving",1
41866.0,Risk Analyst,Finance & Accounting,79.57,87.5,79.57,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","3.0, 1.95, 1.8, 1.63, 0.95",1,3,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
41867.0,Graphic Designer,Design & Creative,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
41868.0,Operations Analyst,Business & Management,94.66,75.0,94.66,Excellent Fit,"Excel, Communication, Data_Analysis","1.07, 1.0, 0.35",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
41869.0,Operations Analyst,Business & Management,78.57,75.0,78.57,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.21, 2.2, 1.8, 1.4, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41870.0,Operations Analyst,Business & Management,95.04,75.0,95.04,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","0.99, 0.82, 0.57",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41871.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
41872.0,Risk Analyst,Finance & Accounting,77.51,87.5,77.51,Strong Fit,"Risk_Analysis, Communication, Excel, Financial_Analysis, Statistics","2.42, 2.0, 1.96, 1.94, 1.42",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Communication, Excel",1
41873.0,Operations Analyst,Business & Management,92.01,75.0,92.01,Excellent Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis","1.23, 1.18, 1.15, 0.24",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
41874.0,Credit Analyst,Finance & Accounting,97.96,87.5,97.96,Excellent Fit,Communication,1.0,0,0,"Career is suitable, but improvement is recommended in: Communication",1
41875.0,Operations Analyst,Business & Management,95.32,75.0,95.32,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis","1.0, 0.68, 0.38, 0.04",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41876.0,Credit Analyst,Finance & Accounting,87.98,87.5,87.98,Excellent Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","2.02, 2.02, 1.68, 1.02, 0.19",0,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
41877.0,Operations Analyst,Business & Management,97.42,75.0,97.42,Excellent Fit,"Problem_Solving, Data_Analysis","0.81, 0.43",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis",1
41878.0,Operations Analyst,Business & Management,80.17,75.0,80.17,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.54, 2.49, 2.24, 1.0, 0.8",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41879.0,Operations Analyst,Business & Management,90.93,75.0,90.93,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 0.88, 0.55, 0.41, 0.17",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41880.0,Operations Analyst,Business & Management,87.85,75.0,87.85,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.16, 0.94, 0.75, 0.61",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41881.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
41882.0,Operations Analyst,Business & Management,75.55,75.0,75.55,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.65, 2.57, 2.36, 1.47, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41883.0,Operations Analyst,Business & Management,79.11,75.0,79.11,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.29, 2.12, 1.69, 1.27, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41885.0,Operations Analyst,Business & Management,72.1,75.0,72.1,Strong Fit,"Communication, Data_Analysis, Excel, Business_Analysis, Problem_Solving","3.0, 2.22, 2.18, 2.1, 1.83",1,4,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Excel",1
41887.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
41888.0,Data Scientist,Technology & Data,81.2,100.0,81.2,Strong Fit,"Internship, Statistics, Problem_Solving, Machine_Learning, Data_Visualization","2.67, 2.07, 2.07, 1.62, 1.17",0,4,"Career is suitable, but improvement is recommended in: Internship, Statistics, Problem_Solving",1
41889.0,Data Analyst,Technology & Data,95.09,100.0,95.09,Excellent Fit,"SQL, Excel, Business_Analysis, Data_Visualization, Statistics","1.35, 0.97, 0.68, 0.17, 0.16",0,0,"Career is suitable, but improvement is recommended in: SQL, Excel, Business_Analysis",1
41890.0,HR Analyst,Business & Management,68.16,62.5,61.34,Moderate Fit,"Communication, Excel, Data_Analysis, Problem_Solving","6.0, 2.45, 1.9, 1.85",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41891.0,Risk Analyst,Finance & Accounting,87.83,87.5,87.83,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","1.87, 1.42, 1.28, 1.0, 0.42",0,1,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
41892.0,Risk Analyst,Finance & Accounting,88.27,87.5,88.27,Excellent Fit,"Communication, Excel, Financial_Analysis, Risk_Analysis","4.0, 1.5, 0.4, 0.11",1,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Financial_Analysis",1
41893.0,Teacher,Education,62.88,100.0,62.88,Moderate Fit,"Subject_Knowledge, Teaching, Presentation, Planning, Communication","4.14, 3.57, 3.33, 3.27, 3.0",6,1,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Presentation",1
41894.0,Data Engineer,Technology & Data,82.58,100.0,82.58,Strong Fit,"SQL, Database_Management, Problem_Solving, Python, ETL","3.25, 2.67, 2.2, 2.0, 1.67",1,5,"Career is suitable, but improvement is recommended in: SQL, Database_Management, Problem_Solving",1
41896.0,Data Scientist,Technology & Data,92.22,100.0,92.22,Excellent Fit,"Statistics, Problem_Solving, Data_Visualization, Communication, Machine_Learning","1.19, 1.19, 1.17, 1.0, 0.8",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Data_Visualization",1
41897.0,Operations Analyst,Business & Management,91.92,75.0,91.92,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.23, 1.0, 0.82, 0.56, 0.11",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
41898.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
41900.0,Graphic Designer,Design & Creative,80.49,100.0,80.49,Strong Fit,"Portfolio, Visual_Design, Creativity, Adobe_Tools, Projects","2.33, 2.27, 2.17, 1.33, 1.33",0,3,"Career is suitable, but improvement is recommended in: Portfolio, Visual_Design, Creativity",1
41901.0,Operations Analyst,Business & Management,80.84,75.0,80.84,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Business_Analysis, Excel","3.0, 1.49, 1.44, 1.38, 1.26",1,0,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
41902.0,Operations Analyst,Business & Management,68.49,75.0,68.49,Moderate Fit,"Communication, Data_Analysis, Problem_Solving, Excel, Business_Analysis","3.0, 2.68, 2.52, 2.42, 2.4",1,4,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Problem_Solving",1
41903.0,Risk Analyst,Finance & Accounting,80.39,87.5,80.39,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","3.0, 2.25, 1.75, 1.5, 0.75",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
41904.0,Operations Analyst,Business & Management,92.27,75.0,92.27,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.3, 1.23, 1.18",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41905.0,Data Scientist,Technology & Data,79.5,100.0,79.5,Strong Fit,"Internship, Communication, Statistics, Problem_Solving, Data_Visualization","2.67, 2.0, 1.81, 1.81, 1.67",0,5,"Career is suitable, but improvement is recommended in: Internship, Communication, Statistics",1
41906.0,Operations Analyst,Business & Management,95.02,75.0,95.02,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.24, 0.73, 0.42",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41907.0,Financial Analyst,Finance & Accounting,96.83,100.0,96.83,Excellent Fit,Communication,2.0,0,1,"Career is suitable, but improvement is recommended in: Communication",1
41908.0,Operations Analyst,Business & Management,88.63,75.0,88.63,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 0.98, 0.85, 0.64, 0.61",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41909.0,Operations Analyst,Business & Management,84.75,75.0,84.75,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.35, 1.34, 1.27, 0.94",0,1,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
41910.0,Operations Analyst,Business & Management,99.69,75.0,99.69,Excellent Fit,Problem_Solving,0.15,0,0,"Career is suitable, but improvement is recommended in: Problem_Solving",1
41911.0,Credit Analyst,Finance & Accounting,86.85,87.5,86.85,Excellent Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","2.2, 2.1, 1.8, 1.2, 0.27",0,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
41912.0,Operations Analyst,Business & Management,90.96,75.0,90.96,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 0.74, 0.56, 0.51, 0.17",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41913.0,Graphic Designer,Design & Creative,94.35,100.0,94.35,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","1.83, 1.13, 0.67, 0.13, 0.13",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
41914.0,Operations Analyst,Business & Management,90.6,75.0,90.6,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","1.44, 1.4, 1.35, 0.28",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
41915.0,Data Scientist,Technology & Data,94.01,100.0,94.01,Excellent Fit,"Python, Machine_Learning, Statistics, Problem_Solving, Data_Visualization","1.0, 0.8, 0.78, 0.78, 0.67",0,0,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Statistics",1
41916.0,Operations Analyst,Business & Management,92.54,75.0,92.54,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis","2.0, 0.99, 0.26, 0.04",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41917.0,Credit Analyst,Finance & Accounting,63.79,87.5,63.79,Moderate Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","3.92, 3.7, 3.5, 2.92, 2.7",3,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
41918.0,Operations Analyst,Business & Management,80.64,75.0,80.64,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Projects","2.34, 2.31, 2.02, 1.13, 1.0",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
41919.0,Credit Analyst,Finance & Accounting,97.96,87.5,97.96,Excellent Fit,Communication,1.0,0,0,"Career is suitable, but improvement is recommended in: Communication",1
41920.0,Data Engineer,Technology & Data,79.29,100.0,79.29,Strong Fit,"Problem_Solving, Internship, SQL, Cloud, Git_GitHub","2.92, 2.67, 2.6, 2.0, 2.0",0,6,"Career is suitable, but improvement is recommended in: Problem_Solving, Internship, SQL",1
41921.0,Renewable Energy Analyst,Environment & Sustainability,91.53,57.14285714285714,82.38,Strong Fit,"Data_Analysis, Problem_Solving, Research","1.03, 0.88, 0.8",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Research",1
41922.0,Operations Analyst,Business & Management,98.31,75.0,98.31,Excellent Fit,"Problem_Solving, Data_Analysis","0.55, 0.26",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis",1
41924.0,Operations Analyst,Business & Management,96.97,75.0,96.97,Excellent Fit,"Communication, Problem_Solving, Data_Analysis","1.0, 0.25, 0.06",0,0,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
41925.0,Operations Analyst,Business & Management,91.24,75.0,91.24,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.08, 1.0, 0.92, 0.71, 0.31",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
41926.0,Product Designer,Design & Creative,100.0,87.5,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
41927.0,Graphic Designer,Design & Creative,82.4,100.0,82.4,Strong Fit,"Portfolio, Visual_Design, Creativity, Adobe_Tools, Projects","2.33, 2.07, 1.67, 1.33, 1.33",0,3,"Career is suitable, but improvement is recommended in: Portfolio, Visual_Design, Creativity",1
41928.0,Credit Analyst,Finance & Accounting,69.65,87.5,69.65,Moderate Fit,"Risk_Analysis, Communication, Financial_Analysis, Problem_Solving, Excel","3.62, 3.0, 2.75, 2.62, 2.52",2,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Communication, Financial_Analysis",1
41929.0,Credit Analyst,Finance & Accounting,82.28,87.5,82.28,Strong Fit,"Risk_Analysis, Excel, Communication, Financial_Analysis, Problem_Solving","2.02, 2.02, 2.0, 1.68, 1.02",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Communication",1
41930.0,Cybersecurity Analyst,Technology & Data,79.13,55.55555555555556,71.22,Strong Fit,"Risk_Analysis, Problem_Solving, Programming, Projects","2.84, 2.84, 1.0, 1.0",0,2,"Career is suitable, but improvement is recommended in: Risk_Analysis, Problem_Solving, Programming",1
41931.0,Risk Analyst,Finance & Accounting,64.11,87.5,64.11,Moderate Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.61, 3.58, 3.28, 2.58, 2.58",3,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
41932.0,Operations Analyst,Business & Management,85.28,75.0,85.28,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.21, 1.84, 1.26, 1.0, 0.37",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41933.0,Operations Analyst,Business & Management,90.43,75.0,90.43,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 0.88, 0.62, 0.48, 0.26",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41934.0,Operations Analyst,Business & Management,74.54,75.0,74.54,Strong Fit,"Data_Analysis, Excel, Communication, Problem_Solving, Business_Analysis","2.32, 2.22, 2.0, 1.97, 1.83",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Communication",1
41935.0,Risk Analyst,Finance & Accounting,89.92,87.5,89.92,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","1.62, 1.47, 1.31, 0.47, 0.47",0,1,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
41936.0,Data Scientist,Technology & Data,96.45,100.0,96.45,Excellent Fit,"Statistics, Problem_Solving","1.42, 1.42",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving",1
41938.0,Operations Analyst,Business & Management,79.24,75.0,79.24,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.84, 2.49, 2.24, 1.0, 0.93",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41939.0,Graphic Designer,Design & Creative,76.67,100.0,76.67,Strong Fit,"Creativity, Visual_Design, Portfolio, Typography, Branding","3.17, 2.67, 2.33, 1.67, 1.67",1,5,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
41940.0,Operations Analyst,Business & Management,93.44,75.0,93.44,Excellent Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis","1.05, 1.03, 0.91, 0.14",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
41942.0,Data Scientist,Technology & Data,91.37,100.0,91.37,Excellent Fit,"Python, Machine_Learning, Data_Visualization, Communication, Projects","2.0, 1.3, 1.17, 1.0, 0.33",0,1,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Data_Visualization",1
41944.0,Operations Analyst,Business & Management,95.25,75.0,95.25,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","0.95, 0.8, 0.53",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41945.0,Data Scientist,Technology & Data,92.53,100.0,92.53,Excellent Fit,"Data_Visualization, Machine_Learning, Python, Communication, Statistics","1.17, 1.09, 1.0, 1.0, 0.42",0,0,"Career is suitable, but improvement is recommended in: Data_Visualization, Machine_Learning, Python",1
41946.0,Credit Analyst,Finance & Accounting,95.9,87.5,95.9,Excellent Fit,"Excel, Financial_Analysis, Risk_Analysis","1.59, 0.49, 0.24",0,1,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
41947.0,Operations Analyst,Business & Management,97.27,75.0,97.27,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","0.8, 0.47, 0.04",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41948.0,Operations Analyst,Business & Management,68.22,75.0,68.22,Moderate Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Communication","3.19, 3.13, 2.54, 2.43, 2.0",2,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
41949.0,Graphic Designer,Design & Creative,92.44,100.0,92.44,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","2.33, 1.33, 0.67, 0.33, 0.33",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
41950.0,Data Engineer,Technology & Data,97.24,100.0,97.24,Excellent Fit,"SQL, Database_Management, Problem_Solving","1.05, 0.83, 0.54",0,0,"Career is suitable, but improvement is recommended in: SQL, Database_Management, Problem_Solving",1
41951.0,Operations Analyst,Business & Management,91.0,75.0,91.0,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis","1.65, 1.33, 1.33, 0.01",0,1,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41953.0,Operations Analyst,Business & Management,80.53,75.0,80.53,Strong Fit,"Problem_Solving, Communication, Data_Analysis, Business_Analysis, Excel","2.2, 2.0, 1.91, 1.61, 1.11",0,4,"Career is suitable, but improvement is recommended in: Problem_Solving, Communication, Data_Analysis",1
41955.0,Operations Analyst,Business & Management,92.42,75.0,92.42,Excellent Fit,"Data_Analysis, Problem_Solving, Excel","1.25, 1.21, 1.18",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
41956.0,Risk Analyst,Finance & Accounting,95.27,87.5,95.27,Excellent Fit,"Communication, Risk_Analysis","2.0, 0.41",0,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis",1
41957.0,Lab Analyst,Science & Research,86.46,57.14285714285714,77.81,Strong Fit,"Experimentation, Data_Analysis, Attention_to_Detail, Problem_Solving","2.16, 1.37, 0.67, 0.39",0,1,"Career is suitable, but improvement is recommended in: Experimentation, Data_Analysis, Attention_to_Detail",1
41958.0,Data Scientist,Technology & Data,96.61,100.0,96.61,Excellent Fit,"Python, Communication, Data_Visualization","1.0, 1.0, 0.33",0,0,"Career is suitable, but improvement is recommended in: Python, Communication, Data_Visualization",1
41959.0,Credit Analyst,Finance & Accounting,97.94,87.5,97.94,Excellent Fit,"Communication, Excel","1.0, 0.01",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel",1
41962.0,Operations Analyst,Business & Management,85.13,75.0,85.13,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.49, 2.1, 1.7, 0.74",0,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
41963.0,Financial Analyst,Finance & Accounting,89.29,100.0,89.29,Excellent Fit,"Communication, Excel, Financial_Analysis, Accounting, Financial_Modeling","2.0, 1.88, 1.78, 0.88, 0.78",0,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Financial_Analysis",1
41964.0,Operations Analyst,Business & Management,91.07,75.0,91.07,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.2, 1.0, 0.93, 0.74, 0.24",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
41965.0,Credit Analyst,Finance & Accounting,79.56,87.5,79.56,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Communication","2.63, 2.53, 2.09, 1.63, 1.0",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
41966.0,Tax Consultant,Finance & Accounting,98.48,85.71428571428571,98.48,Excellent Fit,"Taxation, Accounting, Excel","0.32, 0.32, 0.16",0,0,"Career is suitable, but improvement is recommended in: Taxation, Accounting, Excel",1
41968.0,Operations Analyst,Business & Management,85.46,75.0,85.46,Excellent Fit,"Communication, Data_Analysis, Problem_Solving, Business_Analysis, Excel","2.0, 1.27, 1.24, 1.08, 0.95",0,1,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Problem_Solving",1
41969.0,Operations Analyst,Business & Management,93.5,75.0,93.5,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.26, 1.01, 0.85",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41970.0,Operations Analyst,Business & Management,86.99,75.0,86.99,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.09, 1.06, 0.92, 0.78",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41971.0,Operations Analyst,Business & Management,72.16,75.0,72.16,Strong Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","3.0, 2.26, 2.21, 2.03, 1.81",1,4,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
41972.0,Financial Analyst,Finance & Accounting,87.11,100.0,87.11,Excellent Fit,"Communication, Financial_Analysis, Excel, Financial_Modeling, Accounting","3.0, 1.91, 1.87, 0.91, 0.87",1,2,"Career is suitable, but improvement is recommended in: Communication, Financial_Analysis, Excel",1
41973.0,Risk Analyst,Finance & Accounting,72.52,87.5,72.52,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.01, 2.93, 2.84, 1.93, 1.93",1,5,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
41974.0,Operations Analyst,Business & Management,88.81,75.0,88.81,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","1.81, 1.65, 1.18, 0.64",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
41975.0,Operations Analyst,Business & Management,85.94,75.0,85.94,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Communication, Business_Analysis","1.74, 1.6, 1.26, 1.0, 0.88",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
41977.0,Operations Analyst,Business & Management,73.69,75.0,73.69,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Communication","2.81, 2.77, 2.71, 1.63, 1.0",0,4,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
41978.0,Operations Analyst,Business & Management,88.29,75.0,88.29,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.04, 1.8, 1.46, 0.28",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
41979.0,Credit Analyst,Finance & Accounting,86.42,87.5,86.42,Excellent Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","2.29, 2.04, 1.86, 1.29, 0.2",0,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
41980.0,Operations Analyst,Business & Management,81.48,75.0,81.48,Strong Fit,"Communication, Excel, Problem_Solving, Data_Analysis, Business_Analysis","3.0, 1.47, 1.35, 1.34, 1.14",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Problem_Solving",1
41981.0,Operations Analyst,Business & Management,98.69,75.0,98.69,Excellent Fit,"Excel, Data_Analysis","0.42, 0.21",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
41982.0,Data Analyst,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
41983.0,Operations Analyst,Business & Management,94.07,75.0,94.07,Excellent Fit,"Communication, Data_Analysis, Excel, Business_Analysis, Problem_Solving","1.0, 0.58, 0.57, 0.31, 0.2",0,0,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Excel",1
41984.0,Operations Analyst,Business & Management,81.62,75.0,81.62,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.96, 1.75, 1.33, 1.31",0,3,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
41985.0,Risk Analyst,Finance & Accounting,95.92,87.5,95.92,Excellent Fit,Communication,2.0,0,1,"Career is suitable, but improvement is recommended in: Communication",1
41987.0,Operations Analyst,Business & Management,77.31,75.0,77.31,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.47, 2.35, 2.03, 1.37, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
41988.0,Operations Analyst,Business & Management,81.95,75.0,81.95,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.87, 1.69, 1.63, 1.04",0,4,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
